work_id,state,district,constituency,house,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,declared_category_at_completion,milestone_count,anomaly_label
WRK-BIH-00079,Bihar,Patna,Patna,Lok Sabha,Rekha Singh,Children's Play Area Development New Township Sector 3,Parks & Recreation,Zilla Parishad Works Department,VEN-BIH-006,Purvanchal Builders & Co,2024-10-30,2024-11-29,3397350,2964634,2024573,60,262,Stalled,25.197874,85.033866,0c75b6e51001d1eb,25.196147,85.033635,Parks & Recreation,2,COMPLIANT
WRK-KAR-00248,Karnataka,Bengaluru Urban,Bengaluru Urban,Lok Sabha,Neha Naik,Renovation of Primary Health Sub-Centre Panchayat West,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-KAR-005,Nilgiri Nirman Udyog,2024-10-20,2024-11-03,704589,816885,275313,40,408,Stalled,15.674884,75.557653,1c7697e74b13fe44,15.675877,75.559267,Health Infrastructure,2,COMPLIANT
WRK-MAH-00329,Maharashtra,Nagpur,Nagpur,Lok Sabha,Sunil Joshi,Overhead Water Tank Construction Sector 7,Drinking Water,Zilla Parishad Works Department,VEN-MAH-004,Ganga Construction Pvt Ltd,2024-05-28,2024-06-08,1623346,1700026,1388786,90,83,In Progress,19.51245,75.539201,f8ca8e271b008495,19.513611,75.538432,Drinking Water,2,COMPLIANT
WRK-ASS-00059,Assam,Dibrugarh,Dibrugarh,Lok Sabha,Neha Bhatt,Children's Play Area Development Panchayat East,Parks & Recreation,Zilla Parishad Works Department,VEN-ASS-001,Nilgiri Construction Pvt Ltd,2025-02-03,2025-02-25,1237091,1451254,1231562,100,0,Completed,26.396738,93.203871,e72b7bc921f66048,26.39835,93.204974,Parks & Recreation,2,COMPLIANT
WRK-MAH-00311,Maharashtra,Mumbai City,Mumbai City,Lok Sabha,Sunil Joshi,Renovation of Primary Health Sub-Centre Colony Block A,Health Infrastructure,Public Works Division,VEN-MAH-004,Ganga Construction Pvt Ltd,2024-09-02,2024-09-15,1615649,1623118,0,0,729,Stalled,19.5106,76.087333,cd37d0f60aa7d769,19.510843,76.088183,Health Infrastructure,0,COMPLIANT
WRK-HAR-00174,Haryana,Faridabad,Faridabad,Lok Sabha,Vikram Reddy,Construction of Community Centre Sector 7,Community Infrastructure,Municipal Corporation Engineering Wing,VEN-HAR-002,Namma Builders & Co,2023-06-28,2023-07-21,775480,786482,748698,100,0,Completed,29.252155,76.278127,cfe27efa85dfd8c6,29.250633,76.278959,Community Infrastructure,2,COMPLIANT
WRK-ODI-00415,Odisha,Cuttack,Cuttack,Lok Sabha,Sunil Gupta,Children's Play Area Development Sector 7,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-ODI-002,Konkan Infra Projects,2023-07-26,2023-08-09,948394,1104954,692238,75,283,Stalled,20.99956,85.047406,12d5d4b585a08fb0,21.000148,85.045554,Parks & Recreation,2,COMPLIANT
WRK-AND-00702,Andhra Pradesh,Guntur,Krishna,Lok Sabha,Kavita Deshmukh,Drainage Canal Package B,Drainage,Public Works Division,VEN-AND-003,Konkan Builders & Co,2024-02-20,2024-03-04,974637,935651,487318,50,20,In Progress,16.184097,79.662752,ce67664e27e02943,0,0,Drainage,1,TENDER_SPLITTING
WRK-ARU-00027,Arunachal Pradesh,Papum Pare,Papum Pare,Lok Sabha,Anil Mishra,Development of Public Ground Municipal Ward 18,Public Amenities,Public Works Division,VEN-ARU-001,Namma Infra Projects,2025-05-09,2025-05-26,2944353,3121909,2536945,90,48,In Progress,27.854971,95.114949,60206720636b94a0,27.758904,95.156053,Public Amenities,2,GEOFENCE_TAMPERING
WRK-CHH-00113,Chhattisgarh,Bilaspur,Bilaspur,Lok Sabha,Pooja Nair,Panchayat Bhawan Renovation Sector 7,Community Infrastructure,Municipal Corporation Engineering Wing,VEN-CHH-005,Nilgiri Construction Pvt Ltd,2024-12-17,2025-01-11,4374823,3960862,4310463,100,0,Completed,21.293647,81.914809,3cd4b633ae467e6d,21.295639,81.914722,Community Infrastructure,2,COMPLIANT
WRK-ARU-00032,Arunachal Pradesh,West Kameng,West Kameng,Lok Sabha,Anil Mishra,Construction of Storm Water Drainage New Township Sector 3,Drainage,Public Works Division,VEN-ARU-004,Shivalik Waterworks Solutions,2023-11-11,2023-11-29,2118861,2128028,819411,40,612,Stalled,28.361314,94.651253,85cfe8409927b667,28.359974,94.651123,Drainage,2,COMPLIANT
WRK-CHH-00120,Chhattisgarh,Durg,Durg,Lok Sabha,Pooja Nair,Establishment of IT Skill Development Centre Panchayat East,Skill Development,Public Works Division,VEN-CHH-001,Vindhya Infrastructure Solutions,2024-03-04,2024-03-19,3325041,3366536,2458693,75,228,Stalled,20.889967,81.73579,a94084953564cb67,20.889147,81.736488,Skill Development,2,COMPLIANT
WRK-NAG-00392,Nagaland,Dimapur,Dimapur,Lok Sabha,Anil Tripathi,Construction of CC Road at Panchayat East,Roads & Connectivity,Zilla Parishad Works Department,VEN-NAG-005,Malwa Infra Projects,2023-05-30,2023-06-13,2579223,1640839,2579223,100,0,Completed,25.800711,94.451331,b48d17f25d2f7700,25.801256,94.453152,Roads & Connectivity,2,SOR_INFLATION
WRK-GOA-00139,Goa,South Goa,South Goa,Rajya Sabha,Girish Mishra,Installation of RO Drinking Water Unit Municipal Ward 18,Drinking Water,Municipal Corporation Engineering Wing,VEN-GOA-002,Sindhudurg Builders & Co,2023-10-14,2023-11-12,2321826,2508116,1342061,60,415,Stalled,15.216817,74.022441,15fddc9b7d6777ee,15.216441,74.022701,Drinking Water,2,COMPLIANT
WRK-NAG-00391,Nagaland,Kohima,Kohima,Lok Sabha,Anil Tripathi,Establishment of IT Skill Development Centre Sector 7,Skill Development,District Rural Development Agency,VEN-NAG-001,Ganga Construction Pvt Ltd,2025-05-23,2025-06-10,2719176,2368002,2664641,100,0,Completed,26.047808,94.546789,f16a65fae898ee3f,26.047552,94.545821,Skill Development,2,COMPLIANT
WRK-KAR-00255,Karnataka,Mysuru,Mysuru,Lok Sabha,Neha Naik,School Boundary Wall Construction Ward 12,Education Infrastructure,Public Works Division,VEN-KAR-005,Nilgiri Nirman Udyog,2025-02-04,2025-02-18,3622387,3386671,2069153,60,230,Stalled,15.526478,75.4993,d6607271e1572218,15.525535,75.498236,Education Infrastructure,2,COMPLIANT
WRK-AND-00022,Andhra Pradesh,Krishna,Krishna,Lok Sabha,Kamlesh Mishra,Renovation of Government Primary School Sector 7,Education Infrastructure,District Rural Development Agency,VEN-AND-002,Kashi Engineering Works,2024-05-27,2024-06-06,1126973,1052293,668826,60,332,Stalled,15.842271,79.875926,27295739306cda0b,15.843211,79.874919,Education Infrastructure,2,COMPLIANT
WRK-AND-00015,Andhra Pradesh,Guntur,Guntur,Lok Sabha,Kamlesh Mishra,Establishment of IT Skill Development Centre Ward 12,Skill Development,Public Works Division,VEN-AND-003,Konkan Builders & Co,2023-11-09,2023-11-20,2922274,2729258,2885449,100,0,Completed,15.558632,79.807342,553aec99045f9cd0,15.558643,79.808753,Skill Development,2,COMPLIANT
WRK-KER-00281,Kerala,Ernakulam,Ernakulam,Lok Sabha,Girish Joshi,Community Sanitation Block Panchayat West,Sanitation,Municipal Corporation Engineering Wing,VEN-KER-003,Kashi Waterworks Solutions,2025-03-28,2025-04-15,2962368,2839168,2209299,75,130,In Progress,11.075279,76.622116,9980326bc5395e51,11.076271,76.6222,Sanitation,2,COMPLIANT
WRK-GOA-00126,Goa,North Goa,North Goa,Lok Sabha,Girish Mishra,Vocational Training Centre Setup Ward 4,Skill Development,Public Works Division,VEN-GOA-004,Shivalik Infra Projects,2023-10-02,2023-10-16,3661229,3512114,1418686,40,639,Stalled,15.612367,74.08283,ccfd38ec93e32b79,15.569851,74.094527,Skill Development,2,GEOFENCE_TAMPERING
WRK-BIH-00713,Bihar,Patna,Patna,Lok Sabha,Anita Singh,Drainage Canal Package C,Drainage,Municipal Corporation Engineering Wing,VEN-BIH-002,Deccan Engineering Works,2024-09-08,2024-09-24,989837,950243,494918,50,20,In Progress,25.300026,85.349392,958639aa3b18f662,0,0,Drainage,1,TENDER_SPLITTING
WRK-AND-00014,Andhra Pradesh,Guntur,Guntur,Lok Sabha,Kamlesh Mishra,Community Sanitation Block Ward 12,Sanitation,Public Works Division,VEN-AND-004,Vindhya Waterworks Solutions,2024-08-05,2024-08-21,3810033,3926606,3650894,100,0,Completed,15.514624,79.652337,2a924b01ea673304,15.51633,79.653478,Sanitation,2,COMPLIANT
WRK-CHH-00122,Chhattisgarh,Durg,Durg,Lok Sabha,Pooja Nair,Children's Play Area Development Ward 4,Parks & Recreation,District Rural Development Agency,VEN-CHH-006,Malwa Construction Pvt Ltd,2024-04-03,2024-04-20,588784,560568,113675,20,702,Stalled,21.203033,81.868116,f5127fafdd6bc6a2,21.204613,81.86893,Parks & Recreation,2,COMPLIANT
WRK-NAG-00385,Nagaland,Kohima,Kohima,Lok Sabha,Anil Tripathi,Development of Public Ground Gram Sabha Zone 2,Public Amenities,District Rural Development Agency,VEN-NAG-005,Malwa Infra Projects,2025-02-11,2025-02-25,3725165,3653665,720397,20,453,Stalled,25.848252,94.545585,7a34c6559c5862eb,25.846412,94.546297,Public Amenities,2,COMPLIANT
WRK-UTT-00597,Uttarakhand,Haridwar,Haridwar,Lok Sabha,Ashok Naik,Widening of Internal Road Municipal Ward 18,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-UTT-002,Sindhudurg Construction Pvt Ltd,2023-06-19,2023-07-17,2578166,2885840,1470651,60,462,Stalled,30.384001,79.366356,4c299cf52ce2fc36,30.383999,79.365622,Roads & Connectivity,2,COMPLIANT
WRK-UTT-00708,Uttar Pradesh,Lucknow,Kanpur Nagar,Lok Sabha,Meena Gupta,Drainage Canal Package B,Drainage,Zilla Parishad Works Department,VEN-UTT-003,Kashi Builders & Co,2024-10-04,2024-10-17,973352,934417,486676,50,20,In Progress,26.892093,81.15824,f1067beb49e45da4,0,0,Drainage,1,TENDER_SPLITTING
WRK-BIH-00081,Bihar,Patna,Patna,Lok Sabha,Rekha Singh,Widening of Internal Road Gram Sabha Zone 2,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-BIH-006,Purvanchal Builders & Co,2023-10-10,2023-10-30,2816831,2837578,2810876,100,0,Completed,25.056518,85.561873,d88f1f292b6c898a,25.057868,85.563803,Roads & Connectivity,2,COMPLIANT
WRK-SIK-00490,Sikkim,West Sikkim,West Sikkim,Lok Sabha,Kamlesh Naik,Construction of Storm Water Drainage Panchayat East,Drainage,Public Works Division,VEN-SIK-003,Sri Balaji Civil Contractors,2023-12-10,2023-12-21,3200884,2940142,3177117,100,0,Completed,27.907707,88.820867,d6f2ba133358cfff,27.906544,88.819193,Drainage,2,COMPLIANT
WRK-HIM-00211,Himachal Pradesh,Mandi,Mandi,Lok Sabha,Sanjeev Patel,Development of Public Ground Sector 7,Public Amenities,Zilla Parishad Works Department,VEN-HIM-003,Deccan Civil Contractors,2025-02-22,2025-03-20,3896741,3757410,3703335,100,0,Completed,31.504344,77.546588,bdcc0e32dad77aa3,31.505702,77.546834,Public Amenities,2,COMPLIANT
WRK-KER-00275,Kerala,Ernakulam,Ernakulam,Lok Sabha,Girish Joshi,Panchayat Bhawan Renovation Ward 12,Community Infrastructure,Public Works Division,VEN-KER-001,Vindhya Electricals,2025-03-16,2025-04-11,2106363,2229675,2002289,100,0,Completed,10.619102,76.335907,63010cae67f82d9d,10.618404,76.336358,Community Infrastructure,2,COMPLIANT
WRK-ARU-00047,Arunachal Pradesh,East Siang,East Siang,Lok Sabha,Anil Mishra,Nala Deepening and Widening Municipal Ward 18,Drainage,District Rural Development Agency,VEN-ARU-004,Shivalik Waterworks Solutions,2023-06-22,2023-07-21,521768,467188,26088,0,321,Stalled,27.838692,94.51094,5461297ce4f1bf24,27.839389,94.512382,Drainage,2,CAPITAL_DORMANCY
WRK-HIM-00195,Himachal Pradesh,Shimla,Shimla,Rajya Sabha,Sanjeev Patel,Construction of Community Hall Sector 7,Public Amenities,Zilla Parishad Works Department,VEN-HIM-001,Ganga Engineering Works,2024-03-24,2024-04-11,3177560,3601001,3026331,100,0,Completed,31.055376,77.109123,c620a896e401d3b1,31.054041,77.108779,Public Amenities,2,COMPLIANT
WRK-ODI-00421,Odisha,Cuttack,Cuttack,Lok Sabha,Sunil Gupta,School Boundary Wall Construction Gram Sabha Zone 2,Education Infrastructure,Panchayati Raj Engineering Dept,VEN-ODI-003,Vindhya Electricals,2025-05-25,2025-06-24,2178044,2004098,108902,5,325,Stalled,21.210258,85.450896,088d681e48b27e21,21.210142,85.450548,Education Infrastructure,2,CAPITAL_DORMANCY
WRK-MAN-00337,Manipur,Imphal East,Imphal East,Lok Sabha,Kamlesh Chauhan,Repair of Village Approach Road Ward 9,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-MAN-004,Namma Construction Pvt Ltd,2023-10-01,2023-10-30,2894418,2786199,567778,20,840,Stalled,24.513653,94.160254,81e3385b239fe343,24.514505,94.160937,Roads & Connectivity,2,COMPLIANT
WRK-CHH-00112,Chhattisgarh,Bilaspur,Bilaspur,Lok Sabha,Pooja Nair,Construction of Community Hall New Township Sector 3,Public Amenities,Zilla Parishad Works Department,VEN-CHH-006,Malwa Construction Pvt Ltd,2023-05-23,2023-06-20,2086303,2315148,798961,40,710,Stalled,21.423282,81.491356,09f49fa68343d9ec,21.425075,81.489796,Public Amenities,2,COMPLIANT
WRK-ASS-00051,Assam,Kamrup,Kamrup,Rajya Sabha,Neha Bhatt,Construction of Storm Water Drainage Colony Block A,Drainage,Municipal Corporation Engineering Wing,VEN-ASS-002,Purvanchal Nirman Udyog,2023-07-26,2023-08-19,827814,792688,807051,100,0,Completed,26.373883,92.944698,e3f480b9d4c6d0f0,26.372977,92.946037,Drainage,2,COMPLIANT
WRK-MAD-00304,Madhya Pradesh,Gwalior,Gwalior,Lok Sabha,Anil Chauhan,Upgradation of Public Park Panchayat East,Parks & Recreation,Public Works Division,VEN-MAD-005,Shivalik Electricals,2024-04-25,2024-05-07,3096185,3572068,1797143,60,344,Stalled,23.227113,78.590117,6c83e8002b7cfa6c,23.228584,78.591596,Parks & Recreation,2,COMPLIANT
WRK-CHH-00690,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Installation of RO Drinking Water Unit Ward 4 Extension,Drinking Water,Zilla Parishad Works Department,VEN-CHH-004,Namma Civil Contractors,2024-05-30,2024-09-24,2048403,2248011,1433882,70,19,In Progress,21.451934,82.054451,925b188ffe7d11c8,21.454833,82.055361,Drinking Water,2,DUPLICATE_ASSET
WRK-WES-00631,West Bengal,North 24 Parganas,North 24 Parganas,Lok Sabha,Anita Chauhan,Construction of Community Hall Municipal Ward 18,Public Amenities,Municipal Corporation Engineering Wing,VEN-WES-002,Sindhudurg Builders & Co,2024-05-25,2024-06-11,3519984,3065585,2058961,60,330,Stalled,22.782294,88.04781,1e9e24562cd2135f,22.784187,88.047248,Public Amenities,2,COMPLIANT
WRK-ODI-00402,Odisha,Khordha,Khordha,Lok Sabha,Sunil Gupta,Installation of RO Drinking Water Unit Ward 12,Drinking Water,Zilla Parishad Works Department,VEN-ODI-003,Vindhya Electricals,2023-10-21,2023-11-10,1172440,1139965,448405,40,624,Stalled,21.222187,85.27866,da0785cf0826b85d,21.221301,85.279514,Drinking Water,2,COMPLIANT
WRK-MAN-00340,Manipur,Imphal East,Imphal East,Lok Sabha,Kamlesh Chauhan,Construction of Health Wellness Centre Ward 9,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-MAN-005,Om Sai Infrastructure Solutions,2024-07-16,2024-08-07,2704778,2776887,2379278,90,77,In Progress,25.042813,93.813353,0a366a143f5fea01,25.042176,93.814609,Health Infrastructure,2,COMPLIANT
WRK-JAM-00661,Jammu and Kashmir,Jammu,Jammu,Rajya Sabha,Manoj Iyer,Nala Deepening and Widening Colony Block A,Drainage,Zilla Parishad Works Department,VEN-JAM-004,Cauvery Civil Contractors,2024-06-08,2024-07-06,3384588,3316628,0,0,800,Stalled,34.146444,76.550066,e25b551e050ae22e,34.148414,76.549019,Drainage,0,COMPLIANT
WRK-ASS-00057,Assam,Dibrugarh,Dibrugarh,Lok Sabha,Neha Bhatt,Community Sanitation Block Municipal Ward 18,Sanitation,Zilla Parishad Works Department,VEN-ASS-002,Purvanchal Nirman Udyog,2023-09-22,2023-10-07,651950,631217,255821,40,644,Stalled,25.993264,93.267863,a65f0d05be0179d8,25.991836,93.267708,Sanitation,2,COMPLIANT
WRK-AND-00683,Andaman and Nicobar Islands,South Andaman,South Andaman,Lok Sabha,Girish Iyer,Construction of Public Toilet Complex Colony Block A,Sanitation,District Rural Development Agency,VEN-AND-003,Malwa Builders & Co,2023-12-24,2024-01-13,1958837,2024819,380507,20,780,Stalled,11.54866,92.302307,6909f3f4cc0272c9,11.548602,92.301183,Sanitation,2,COMPLIANT
WRK-UTT-00570,Uttar Pradesh,Varanasi,Varanasi,Lok Sabha,Manoj Tripathi,Construction of Community Hall New Township Sector 3,Public Amenities,Municipal Corporation Engineering Wing,VEN-UTT-004,Konkan Nirman Udyog,2023-11-12,2023-12-02,1300612,1427401,498281,40,611,Stalled,26.632079,81.127229,8835a7717d3426b5,26.631554,81.128838,Public Amenities,2,COMPLIANT
WRK-HIM-00215,Himachal Pradesh,Mandi,Mandi,Lok Sabha,Sanjeev Patel,Installation of Solar Street Lighting Ward 9,Electrification,Public Works Division,VEN-HIM-003,Deccan Civil Contractors,2023-11-15,2023-12-04,2241939,2063589,1302903,60,406,Stalled,31.173257,77.144409,0fc7fd4527155c20,31.171728,77.142624,Electrification,2,COMPLIANT
WRK-MEG-00359,Meghalaya,East Khasi Hills,East Khasi Hills,Lok Sabha,Ravi Naik,Construction of Health Wellness Centre Ward 9,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-MEG-003,Ganga Civil Contractors,2023-07-15,2023-07-26,527766,605846,391415,75,287,Stalled,25.082012,91.364361,c42e093163299b6b,25.082623,91.362364,Health Infrastructure,2,COMPLIANT
WRK-NAG-00399,Nagaland,Dimapur,Dimapur,Lok Sabha,Anil Tripathi,Upgradation of Public Park Ward 4,Parks & Recreation,Public Works Division,VEN-NAG-006,Vindhya Infrastructure Solutions,2023-10-14,2023-11-02,1143434,1020470,0,0,1047,Stalled,26.338679,94.901786,e591673322c84d94,26.340361,94.903191,Parks & Recreation,0,COMPLIANT
WRK-GUJ-00166,Gujarat,Vadodara,Vadodara,Lok Sabha,Lakshmi Tripathi,Construction of CC Road at Ward 4,Roads & Connectivity,Zilla Parishad Works Department,VEN-GUJ-006,Om Sai Civil Contractors,2024-07-14,2024-07-24,926868,821088,900975,100,0,Completed,21.859241,71.558825,f513e09bce42cffe,21.85805,71.559579,Roads & Connectivity,2,COMPLIANT
WRK-CHH-00124,Chhattisgarh,Durg,Durg,Lok Sabha,Pooja Nair,Children's Play Area Development Ward 9,Parks & Recreation,Public Works Division,VEN-CHH-005,Nilgiri Construction Pvt Ltd,2025-03-21,2025-04-11,706143,627586,673016,100,0,Completed,21.316819,81.87049,05e28445c83ba27c,21.31711,81.869089,Parks & Recreation,2,COMPLIANT
WRK-KER-00270,Kerala,Thiruvananthapuram,Thiruvananthapuram,Lok Sabha,Girish Joshi,Drinking Water Hand Pump Installation Municipal Ward 18,Drinking Water,Public Works Division,VEN-KER-005,Sri Balaji Developers,2024-11-09,2024-11-27,3156508,3211651,1235025,40,394,Stalled,11.066474,76.477079,9caf45ebf6fe8d53,11.068319,76.476914,Drinking Water,2,COMPLIANT
WRK-ASS-00069,Assam,Nagaon,Nagaon,Lok Sabha,Neha Bhatt,Development of Public Ground New Township Sector 3,Public Amenities,Municipal Corporation Engineering Wing,VEN-ASS-004,Namma Nirman Udyog,2024-12-02,2024-12-28,1515549,1536890,578914,40,375,Stalled,26.362024,93.219834,f238c747dad5b415,26.362628,93.22091,Public Amenities,2,COMPLIANT
WRK-WES-00620,West Bengal,Howrah,Howrah,Lok Sabha,Anita Chauhan,Drinking Water Hand Pump Installation Ward 12,Drinking Water,Zilla Parishad Works Department,VEN-WES-002,Sindhudurg Builders & Co,2025-05-11,2025-06-08,4406052,3865803,1730424,40,278,Stalled,23.121388,87.872411,1fabffc921c7e323,23.12035,87.872323,Drinking Water,2,COMPLIANT
WRK-PUN-00431,Punjab,Ludhiana,Ludhiana,Lok Sabha,Pradeep Patel,Construction of Additional Classrooms Ward 4,Education Infrastructure,Municipal Corporation Engineering Wing,VEN-PUN-003,Malwa Nirman Udyog,2023-09-15,2023-10-09,1885098,2130519,358937,20,857,Stalled,31.032316,75.508423,c51f5041fd97c308,31.032257,75.508395,Education Infrastructure,2,COMPLIANT
WRK-MAH-00330,Maharashtra,Nagpur,Nagpur,Lok Sabha,Sunil Joshi,Drinking Water Hand Pump Installation Panchayat West,Drinking Water,Municipal Corporation Engineering Wing,VEN-MAH-004,Ganga Construction Pvt Ltd,2025-04-11,2025-05-09,3281706,2883663,3149455,100,0,Completed,20.01856,76.051724,94ba5b960a9d2ba6,20.018476,76.051622,Drinking Water,2,COMPLIANT
WRK-CHH-00123,Chhattisgarh,Durg,Durg,Lok Sabha,Pooja Nair,Construction of Community Hall Panchayat West,Public Amenities,Municipal Corporation Engineering Wing,VEN-CHH-002,Malwa Builders & Co,2023-08-15,2023-09-09,929776,942506,541571,60,441,Stalled,21.318088,81.842762,23d12ef277fd38e4,21.318238,81.843418,Public Amenities,2,COMPLIANT
WRK-MAD-00305,Madhya Pradesh,Gwalior,Gwalior,Rajya Sabha,Anil Chauhan,Renovation of Primary Health Sub-Centre Colony Block A,Health Infrastructure,Public Works Division,VEN-MAD-003,Kashi Infrastructure Solutions,2024-09-18,2024-09-29,1658947,1639310,1603109,100,0,Completed,23.131615,78.379458,a32ffa1a8f2aedae,23.13231,78.381447,Health Infrastructure,2,COMPLIANT
WRK-NAG-00398,Nagaland,Dimapur,Dimapur,Lok Sabha,Anil Tripathi,Community Sanitation Block Ward 12,Sanitation,Public Works Division,VEN-NAG-001,Ganga Construction Pvt Ltd,2023-07-02,2023-07-16,4131996,3847800,3091062,75,289,Stalled,26.036669,94.290846,f5fadfab9adee6a6,26.036672,94.29176,Sanitation,2,COMPLIANT
WRK-KAR-00246,Karnataka,Bengaluru Urban,Bengaluru Urban,Lok Sabha,Neha Naik,Construction of Health Wellness Centre Colony Block A,Health Infrastructure,Public Works Division,VEN-KAR-003,Vindhya Builders & Co,2023-04-18,2023-05-10,2766292,3124019,2716695,90,0,Completed,15.411979,75.918668,b446f9e846906d77,15.412321,75.919472,Health Infrastructure,2,RECYCLED_PROGRESSION_PHOTO
